Epoch,Generator Loss,Critic Loss,Wasserstein Distance,Gradient Penalty,D_real,D_fake,Gen_Acc,Critic_Acc
238,0.1279384344816208,2078.6826171875,-0.006886094808578491,207.86758422851562,-0.13491544127464294,-0.12802934646606445,3.9311312337452775,48.27726522011504
239,0.1286114752292633,7672.314453125,-0.005755409598350525,767.2308349609375,-0.13433973491191864,-0.12858432531356812,3.9311312337452775,48.28093855003132
240,0.13115526735782623,6390.71484375,-0.004241287708282471,639.071044921875,-0.13536694645881653,-0.13112565875053406,3.9311255386601367,48.27383867722156
241,0.12338650226593018,9327.7041015625,-0.01005081832408905,932.7694091796875,-0.1333826780319214,-0.12333185970783234,3.9311217419367086,48.27194980731628
242,0.12284080684185028,1543.0579833984375,-0.012042298913002014,154.30459594726562,-0.13500358164310455,-0.12296128273010254,3.931129335383564,48.27352544753877
243,0.12511621415615082,5907.70361328125,-0.0072082579135894775,590.7696533203125,-0.13239693641662598,-0.1251886785030365,3.9311312337452775,48.274123431478635
244,0.1287897378206253,7574.7607421875,-0.0068943798542022705,757.4754028320312,-0.13570648431777954,-0.12881210446357727,3.9311217419367086,48.26536249216925
245,0.11960715800523758,3265.982666015625,-0.0138392373919487,326.59686279296875,-0.13339543342590332,-0.11955619603395462,3.9311274370218503,48.28014123811151
246,0.12086885422468185,3313.503662109375,-0.012812681496143341,331.3490905761719,-0.13385751843452454,-0.1210448369383812,3.931129335383564,48.28172637014257
247,0.13146980106830597,2101.947021484375,-0.00435870885848999,210.1942596435547,-0.13586892187595367,-0.13151021301746368,3.931129335383564,48.27497769424986
248,0.12800513207912445,7353.736328125,-0.005923867225646973,735.373046875,-0.13399945199489594,-0.12807558476924896,3.9311388271921337,48.280093779068665
249,0.13337485492229462,6431.06005859375,-0.0005247145891189575,643.10595703125,-0.134090855717659,-0.13356614112854004,3.9311312337452775,48.27213964348767
250,0.1285087615251541,2643.6142578125,-0.005463302135467529,264.36090087890625,-0.13398218154907227,-0.12851887941360474,3.931129335383564,48.27784422043776
251,0.12397812306880951,3072.603515625,-0.008556626737117767,307.2594909667969,-0.13245324790477753,-0.12389662116765976,3.9311217419367086,48.27362036562447
252,0.1257326304912567,5748.630859375,-0.008801251649856567,574.8621826171875,-0.13455148041248322,-0.12575022876262665,3.9311350304687056,48.278024564800575
253,0.12571416795253754,1488.3057861328125,-0.0075859129428863525,148.82981872558594,-0.13329358398914337,-0.12570767104625702,3.931123640298422,48.27548076010403
254,0.13341984152793884,1912.1558837890625,0.001633867621421814,191.2157440185547,-0.1318415254354477,-0.1334753930568695,3.931119843574995,48.273345103175956
255,0.13166990876197815,10631.4091796875,-0.0019122511148452759,1063.1407470703125,-0.13364052772521973,-0.13172827661037445,3.9311217419367086,48.27342103764452
256,0.12566567957401276,1743.630615234375,-0.008805692195892334,174.3621826171875,-0.13450221717357635,-0.12569652497768402,3.9311255386601367,48.27374375913587
257,0.12988737225532532,2388.8359375,-0.005905091762542725,238.88299560546875,-0.13579896092414856,-0.12989386916160583,3.931133132106992,48.28030259885719
258,0.13246427476406097,1400.1943359375,-0.0021068453788757324,140.01922607421875,-0.134604811668396,-0.13249796628952026,3.9311255386601367,48.27839474533477
259,0.1285935342311859,2988.454833984375,-0.005615741014480591,298.84490966796875,-0.13418489694595337,-0.12856915593147278,3.9311274370218503,48.27928697534028
260,0.12735822796821594,7567.89794921875,-0.008422911167144775,756.7889404296875,-0.13578729331493378,-0.127364382147789,3.9311255386601367,48.280891090988476
261,0.1205848902463913,2797.582275390625,-0.013941578567028046,279.7568359375,-0.13460023701190948,-0.12065865844488144,3.931129335383564,48.267744936120124
262,0.12525108456611633,3494.8681640625,-0.009832382202148438,349.48583984375,-0.13515718281269073,-0.1253248006105423,3.9311312337452775,48.27653435085521
263,0.12430798262357712,3077.865478515625,-0.007800720632076263,307.7857666015625,-0.13225549459457397,-0.12445477396249771,3.9311350304687056,48.2781099910777
264,0.12601594626903534,2079.011474609375,-0.009484127163887024,207.9001922607422,-0.13560889661312103,-0.126124769449234,3.9311217419367086,48.2729939062589
265,0.12359399348497391,1408.3138427734375,-0.011646188795566559,140.83023071289062,-0.135202556848526,-0.12355636805295944,3.9311312337452775,48.277027924900814
266,0.1286584734916687,1329.75341796875,-0.006238505244255066,132.97471618652344,-0.13470670580863953,-0.12846820056438446,3.9311312337452775,48.27678113787801
267,0.12658286094665527,6816.72314453125,-0.009045153856277466,681.67138671875,-0.13554351031780243,-0.12649835646152496,3.9311255386601367,48.28065379577425
268,0.12795808911323547,2636.65380859375,-0.005630269646644592,263.6648254394531,-0.13360653817653656,-0.12797626852989197,3.9311255386601367,48.280720238434235
269,0.12744034826755524,1641.6729736328125,-0.005236268043518066,164.16677856445312,-0.13258704543113708,-0.12735077738761902,3.9311274370218503,48.276382481918105
270,0.13323836028575897,2788.6708984375,-0.0008634477853775024,278.86700439453125,-0.134073868393898,-0.1332104206085205,3.931110351766426,48.28277046908518
271,0.1274235099554062,2431.343505859375,-0.006687760353088379,243.13368225097656,-0.13417959213256836,-0.12749183177947998,3.9311312337452775,48.27605026861818
272,0.1325983703136444,1594.1885986328125,-0.0011010617017745972,159.4187469482422,-0.13361746072769165,-0.13251639902591705,3.931133132106992,48.27676215426087
273,0.12403544038534164,1436.1822509765625,-0.008500918745994568,143.61737060546875,-0.13248589634895325,-0.12398497760295868,3.9311255386601367,48.26615980408907
